CSI amplitudes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,state
939,19,18,18,17,16,15,13,13,13,12,13,13,13,13,14,14,14,15,15,15,15,14,14,14,14,14,12,12,12,12,11,13,13,12,12,11,12,12,13,13,14,13,14,14,16,15,16,16,18,18,18,19,0
940,20,19,17,16,15,15,13,14,13,12,12,12,13,14,14,14,14,15,15,15,15,15,14,14,13,13,12,13,12,11,12,12,12,12,11,11,12,12,12,13,13,13,15,14,14,15,16,16,17,17,19,19,0
941,16,17,15,15,13,13,11,11,11,10,11,11,12,12,11,13,12,13,13,13,13,13,11,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,12,13,13,13,13,14,14,15,16,16,17,0
942,17,16,16,15,14,13,12,11,11,10,11,11,12,12,13,13,12,12,13,13,13,13,12,12,12,12,11,12,11,10,11,11,11,10,10,10,10,10,12,12,12,13,13,12,13,14,14,15,15,15,16,17,0
943,22,20,19,18,16,16,14,14,13,13,14,13,14,14,15,15,15,15,15,15,15,15,15,15,14,14,13,13,12,12,12,13,13,12,14,14,13,14,14,14,14,14,14,15,17,15,16,16,17,18,18,19,0
944,21,21,19,19,17,16,14,15,14,13,13,13,14,14,15,15,15,14,15,16,16,15,15,15,15,14,14,14,13,13,14,12,12,13,12,12,13,12,13,14,14,15,15,15,16,16,16,16,17,18,19,20,0
945,17,16,16,15,14,12,12,10,12,11,10,11,11,11,12,12,11,12,13,13,12,11,12,12,11,11,10,10,10,9,9,11,10,10,13,11,10,9,10,10,11,11,11,13,12,13,13,13,13,14,15,16,0
946,22,22,19,21,19,17,14,17,13,14,15,15,15,16,15,17,17,15,17,17,17,16,15,16,15,15,14,14,13,14,14,15,14,12,17,9,14,14,12,13,14,15,15,15,16,17,17,17,18,19,20,21,0
947,38,40,38,35,33,31,33,26,29,24,25,29,29,26,29,31,28,27,29,30,30,32,27,27,29,29,27,27,28,24,22,25,22,27,23,28,33,30,32,33,30,32,34,37,38,38,35,38,39,35,39,41,0
948,19,15,14,12,14,14,12,11,11,10,11,11,11,12,12,12,12,12,13,13,12,13,12,12,12,11,11,10,10,10,10,11,11,11,10,10,10,11,10,12,11,12,13,12,13,12,12,15,14,14,15,17,0
949,17,17,16,16,14,13,12,12,11,11,11,11,12,11,12,12,12,12,13,13,13,13,12,12,12,12,11,11,12,9,11,11,9,11,10,10,9,13,10,11,13,12,13,14,15,13,13,15,14,14,16,17,0
950,16,15,13,13,13,11,12,10,10,10,10,9,10,12,11,11,11,11,11,12,11,11,11,11,11,11,10,10,9,9,9,9,9,9,9,9,10,10,10,11,10,11,11,11,12,12,12,12,12,14,15,15,0
951,17,17,15,15,14,13,12,10,11,11,11,11,11,12,12,12,13,12,12,13,13,12,11,12,12,13,10,10,11,10,10,10,10,10,10,10,10,11,11,12,11,12,12,12,13,13,14,14,15,15,15,16,0
952,22,21,20,20,18,17,15,14,14,13,14,14,15,15,15,15,16,16,16,15,15,16,16,16,15,15,14,13,13,13,13,12,13,12,13,13,13,14,13,14,14,15,15,15,16,16,17,17,18,19,19,20,0
953,16,16,14,14,12,12,11,11,10,10,10,10,10,11,11,12,12,11,12,12,11,11,11,11,11,10,10,9,10,9,9,9,9,9,9,9,9,9,10,10,11,11,12,12,12,12,13,13,13,14,14,16,0
954,22,22,20,20,18,16,16,15,15,14,14,15,15,15,15,16,17,16,16,17,17,16,15,15,13,16,13,14,14,14,12,12,13,13,11,13,13,14,14,14,16,14,15,16,16,16,16,16,19,20,20,20,0
955,25,24,23,22,21,19,17,17,16,16,16,16,16,17,17,17,18,18,18,18,18,17,17,17,16,17,15,14,14,15,15,14,14,14,13,14,14,13,16,17,16,16,17,16,18,18,18,19,21,21,21,22,0
956,17,16,16,15,14,13,12,11,11,11,11,12,11,13,14,13,11,13,13,14,11,13,14,13,13,11,12,11,9,10,10,10,11,9,10,12,12,11,12,10,11,13,12,13,12,14,13,13,15,15,15,16,0
957,23,23,20,20,18,17,16,16,15,14,14,14,15,15,16,16,16,16,17,17,17,16,15,16,16,15,14,14,13,13,14,14,13,13,13,13,13,13,14,14,14,16,15,16,17,16,17,17,17,19,19,20,0
958,22,22,21,20,20,18,17,15,15,15,15,15,16,16,17,16,17,17,18,17,17,16,15,17,16,15,14,13,13,14,14,13,14,14,12,13,15,14,14,14,15,14,15,15,16,16,17,17,18,19,20,20,0
959,17,16,16,15,13,13,12,11,10,10,10,10,12,12,12,13,12,12,13,12,12,12,12,12,11,11,10,10,10,9,10,9,9,9,10,10,9,10,11,11,11,11,11,11,12,11,13,13,13,14,15,15,0
960,24,22,19,19,19,17,17,15,16,15,16,14,15,16,16,16,16,17,17,17,17,16,16,15,15,15,14,14,14,14,14,12,13,13,12,13,13,14,13,14,14,15,16,16,15,17,16,17,18,19,19,20,0
961,18,17,17,16,15,14,13,13,12,12,13,13,12,13,13,13,14,13,14,14,14,13,13,13,13,13,12,11,11,11,11,11,11,11,11,11,12,11,11,11,12,12,13,14,14,14,14,15,15,16,16,16,0
962,18,18,16,16,15,14,13,13,12,12,13,12,12,12,12,13,13,13,14,14,14,14,13,13,13,12,11,11,11,11,11,10,11,11,10,11,11,11,11,12,12,12,12,12,13,13,13,14,14,15,16,17,0
963,19,18,18,18,16,15,14,13,13,14,13,13,13,13,13,14,14,14,14,14,14,14,13,13,13,12,12,12,11,11,10,11,11,11,12,10,11,11,12,13,11,12,13,12,12,12,14,13,15,16,16,16,0
964,18,19,16,16,15,14,13,12,12,12,13,13,13,14,14,14,14,13,14,14,14,13,13,13,13,12,12,11,11,11,11,11,11,10,11,11,11,11,11,12,12,12,12,13,13,13,14,14,14,15,15,16,0
965,18,18,16,17,14,14,13,13,13,12,13,12,13,13,13,13,13,13,14,14,14,13,13,12,12,12,12,11,11,11,11,10,10,10,11,10,11,10,11,11,11,12,11,12,13,12,13,13,14,14,15,16,0
966,24,23,21,22,21,17,17,16,16,15,16,17,17,18,17,17,17,17,17,18,18,17,16,17,16,16,16,15,14,15,14,14,13,15,15,15,16,14,13,14,15,15,14,15,16,16,16,18,18,18,19,20,0
967,16,15,14,13,13,12,12,10,11,10,10,10,11,11,11,12,11,12,12,12,12,11,11,11,11,10,10,10,9,9,9,9,9,9,9,9,8,9,9,9,9,9,10,10,11,11,11,11,13,13,13,14,0
968,19,19,17,17,16,15,14,14,13,13,13,13,13,13,13,14,14,14,14,15,15,15,14,14,14,12,13,12,12,12,12,12,12,11,11,11,12,12,12,12,12,13,13,13,13,14,14,14,15,16,16,16,0
969,16,16,15,14,13,13,12,11,11,10,10,10,11,11,11,11,11,10,11,13,12,11,11,11,11,10,10,10,9,9,9,10,9,10,8,8,10,9,10,10,9,10,12,11,11,12,12,11,11,13,13,13,0
970,18,18,17,17,16,15,14,14,13,12,13,13,13,13,13,14,13,14,14,14,15,15,13,14,13,12,13,13,12,12,11,10,11,10,12,12,10,11,11,11,12,12,12,12,13,13,13,13,14,15,16,16,0
971,19,18,17,17,16,15,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,13,13,13,13,13,11,12,11,11,11,11,11,12,11,11,11,11,11,12,12,12,12,13,13,13,14,14,15,15,15,16,0
972,18,20,17,18,15,15,14,13,13,12,12,13,12,14,14,13,14,13,15,14,15,15,13,15,13,14,12,11,12,12,11,11,11,12,10,12,12,11,11,12,12,13,13,12,13,13,13,14,13,15,16,16,0
973,18,18,17,16,15,13,13,12,12,12,12,12,13,12,13,13,13,13,13,13,13,13,13,13,13,13,11,11,10,10,10,10,10,10,10,10,11,11,11,11,11,12,11,12,13,12,13,13,13,14,15,15,0
974,19,18,17,16,16,14,14,14,12,12,13,12,13,13,14,13,14,14,14,14,15,13,14,14,13,12,12,12,11,13,11,11,11,11,12,12,12,11,12,11,13,13,12,13,13,13,13,14,14,14,16,16,0
975,19,19,17,17,15,14,14,13,12,12,12,13,13,13,13,14,14,14,14,14,14,13,13,13,13,13,13,11,12,11,12,11,10,11,10,10,11,11,11,11,11,12,12,12,13,13,14,13,14,14,16,16,0
976,23,24,22,21,19,18,17,16,15,15,16,16,17,16,17,17,17,16,17,17,17,17,16,16,16,15,15,15,14,14,15,15,13,13,13,11,14,14,16,14,14,15,14,15,14,16,16,16,17,18,18,20,0
977,18,20,16,16,15,14,14,14,12,11,12,13,13,13,13,13,13,12,13,13,13,13,13,13,12,11,12,11,12,11,11,11,9,11,14,8,13,10,11,9,11,13,12,12,13,14,15,14,14,14,16,15,0
978,17,18,16,16,14,14,13,12,12,11,11,11,12,12,13,12,13,13,13,13,13,12,12,12,12,12,11,11,11,10,11,10,10,10,9,10,10,11,11,11,11,12,12,13,12,13,13,13,13,15,15,16,0
979,23,23,22,21,19,18,17,16,15,15,15,15,16,15,16,17,17,17,17,17,16,16,16,16,15,16,15,13,13,13,13,13,13,13,14,13,14,14,13,13,14,15,16,15,16,17,17,16,17,18,18,19,0
980,19,19,17,17,16,16,13,13,12,12,12,12,12,13,14,13,14,13,14,13,13,14,13,13,12,13,12,11,11,11,12,11,10,11,11,11,11,11,11,12,12,13,12,13,13,13,14,14,14,15,15,16,0
981,17,17,15,15,14,13,13,12,11,11,11,11,12,12,12,13,13,12,13,13,13,12,12,12,12,11,10,11,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,12,11,12,13,12,13,14,15,16,0
982,25,23,22,21,20,19,18,17,17,16,16,16,17,16,17,17,17,18,18,18,17,18,17,16,16,16,16,15,15,14,14,14,14,13,11,14,12,14,14,15,15,16,17,16,16,17,17,17,17,20,19,19,0
983,18,18,16,16,14,13,13,12,11,11,12,12,12,12,13,13,13,13,14,13,13,13,12,13,12,12,11,11,10,10,10,10,10,10,10,11,11,11,11,11,10,12,12,13,11,12,14,14,13,14,12,14,0
984,19,19,18,17,16,14,13,13,13,12,12,13,14,13,13,14,14,13,14,13,13,13,13,13,13,13,13,11,11,11,11,11,11,11,11,11,11,11,11,12,11,12,12,12,12,13,13,13,14,15,15,16,0
985,18,18,18,17,15,14,14,13,13,13,12,12,12,13,13,14,13,13,15,14,14,13,13,13,12,12,11,11,11,12,11,12,11,11,10,11,12,11,11,11,12,12,12,13,13,13,14,14,14,15,15,16,0
986,23,22,21,20,19,17,16,15,14,13,14,14,15,16,16,16,16,16,17,16,16,15,15,16,15,15,14,13,13,13,13,13,13,12,12,12,12,13,13,14,13,14,14,14,15,15,16,16,16,17,17,19,0
987,22,24,20,18,18,17,15,15,14,13,15,14,16,16,17,16,16,15,17,16,16,15,15,16,15,15,15,14,14,13,14,12,12,11,12,14,13,13,13,14,13,16,15,15,15,16,17,15,16,17,18,20,0
988,18,18,17,16,16,13,14,12,12,12,13,12,12,13,13,13,13,13,13,14,14,13,13,13,12,13,11,11,11,11,11,11,11,11,11,11,12,12,11,11,12,13,13,13,13,13,14,14,15,15,16,16,0
989,25,21,22,20,20,17,16,17,15,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,16,16,15,15,15,14,14,14,14,13,13,14,14,14,14,14,15,16,15,16,17,15,16,16,17,18,19,19,0
990,22,22,20,19,17,17,15,14,15,13,14,14,15,16,16,16,16,16,17,16,17,16,15,15,14,14,13,13,14,13,14,13,12,13,11,13,13,16,12,14,13,16,16,15,15,16,15,17,16,18,19,18,0
991,23,22,20,20,19,16,16,15,15,15,15,13,15,16,15,15,17,16,17,17,16,16,15,15,15,14,13,14,14,12,13,14,14,13,13,13,13,14,14,15,14,15,15,16,17,15,17,16,18,17,18,20,0
992,17,17,16,15,14,13,13,12,11,11,11,12,12,12,12,12,12,12,13,13,13,13,12,13,12,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,13,13,13,13,14,14,14,15,15,15,17,0
993,23,21,21,19,18,17,16,14,14,14,15,14,15,15,16,16,15,16,16,16,16,16,14,16,15,15,14,13,14,13,14,15,13,15,15,16,15,14,14,15,15,15,16,16,15,16,17,18,18,18,18,20,0
994,17,17,15,16,16,14,12,11,11,11,11,12,12,11,12,13,14,13,13,13,13,12,13,12,12,11,12,11,12,11,11,11,11,10,12,12,11,11,12,12,12,12,13,13,13,13,14,14,14,15,15,16,0
995,16,17,15,16,13,13,12,12,11,11,11,12,11,11,12,13,13,12,13,13,14,13,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,12,11,13,12,12,13,13,13,13,14,15,15,16,0
996,15,15,15,15,13,13,11,11,9,10,10,11,10,12,12,12,12,12,12,12,13,12,11,12,11,11,11,10,10,9,12,11,11,11,10,10,10,10,13,11,11,11,13,13,10,11,14,13,13,14,15,12,0
997,18,17,16,15,14,13,13,12,12,12,11,12,11,13,13,13,12,13,13,13,14,13,13,13,12,13,12,11,12,11,11,11,12,11,11,11,11,12,12,13,13,14,13,14,14,14,14,15,15,15,16,17,0
998,18,17,16,15,15,13,13,12,12,12,11,12,12,13,13,13,13,13,13,13,13,13,13,13,12,13,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,14,13,13,14,14,15,16,16,16,17,17,0
999,17,16,15,14,13,12,11,10,10,10,11,10,11,11,12,12,12,11,12,12,13,12,12,12,12,12,10,11,10,10,10,10,10,10,10,11,11,11,11,12,12,12,13,12,13,13,13,14,14,15,15,16,0
1000,17,16,15,14,14,13,11,11,11,10,11,11,11,11,12,12,12,12,12,13,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,13,13,14,13,15,16,16,16,0
1001,17,15,15,14,13,12,11,11,11,10,10,10,10,11,11,12,12,13,13,13,12,13,11,12,12,11,11,11,11,11,11,12,11,11,10,11,11,11,11,12,12,12,13,13,12,13,13,14,15,15,16,16,0
1002,18,17,16,15,14,13,12,12,11,10,12,12,12,13,13,13,13,14,13,13,13,12,13,13,12,13,12,12,11,11,12,12,11,12,12,13,13,12,13,13,13,13,14,14,14,14,15,16,16,17,17,18,0
1003,22,21,19,20,18,17,15,14,14,13,14,15,14,15,15,15,16,16,16,16,15,16,16,16,15,15,15,13,14,13,14,13,14,14,14,14,15,15,15,15,15,17,16,16,15,18,17,17,19,19,19,23,0
1004,17,16,16,14,14,13,11,11,10,10,10,11,12,12,12,12,12,12,13,13,12,12,12,12,12,12,11,11,11,12,12,11,12,12,11,12,12,12,12,13,12,13,13,13,14,13,15,15,16,16,17,17,0
1005,17,16,15,15,14,13,12,11,11,11,11,12,12,12,12,12,12,12,13,13,13,13,13,13,12,13,12,11,12,12,12,12,12,12,10,12,13,11,11,13,14,14,15,14,15,15,16,15,16,17,17,18,0
1006,15,14,12,12,11,10,10,9,9,8,8,8,9,9,10,10,10,10,10,10,10,10,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,11,10,11,11,11,11,12,12,12,13,13,14,14,0
1007,16,15,14,13,13,12,11,10,9,10,9,10,11,11,11,14,12,11,9,13,11,11,12,11,13,11,11,12,11,11,11,12,12,10,11,10,10,12,13,12,13,13,14,14,14,14,14,14,16,17,13,15,0
1008,17,14,14,14,14,11,10,9,9,9,10,10,11,12,12,12,11,11,13,12,12,12,11,12,11,11,11,10,10,11,11,11,10,11,10,10,12,12,11,12,12,12,13,12,14,14,15,14,16,16,16,17,0
1009,19,19,18,18,16,16,12,13,15,12,12,11,14,14,14,15,13,15,16,15,15,14,14,14,14,14,13,14,14,11,13,13,14,13,13,14,14,15,14,14,14,15,15,17,15,17,16,17,18,22,19,20,0
1010,17,16,15,15,13,12,11,11,10,11,10,11,11,11,12,13,13,12,13,13,13,12,12,12,12,12,12,12,12,11,12,12,12,12,12,12,13,12,13,13,13,14,14,13,15,14,15,15,16,17,17,17,0
1011,16,15,14,14,12,11,10,10,9,9,9,11,10,11,10,11,11,11,11,12,12,11,11,11,11,11,10,11,10,10,10,11,11,11,10,10,12,11,12,13,13,13,14,13,14,14,14,15,15,16,17,17,0
1012,15,15,14,13,12,11,10,10,9,9,9,9,10,11,11,11,11,11,12,12,12,11,11,12,11,11,10,11,11,10,11,11,10,11,11,11,11,12,12,12,12,12,13,13,13,14,14,14,15,15,16,17,0
1013,16,15,14,14,12,11,11,10,10,9,10,10,10,11,10,11,11,11,12,12,12,12,11,11,11,11,11,11,11,10,11,11,11,11,11,11,11,11,11,12,12,13,13,13,13,14,14,14,15,15,16,17,0
1014,15,15,14,13,12,12,10,10,9,9,9,9,10,10,9,11,11,12,12,11,12,11,11,11,11,11,11,10,10,11,10,10,10,10,12,8,12,10,11,11,12,12,13,12,13,13,13,15,14,14,16,16,0
1015,17,16,15,14,13,13,11,11,10,10,10,10,11,11,11,12,12,12,13,13,13,13,12,11,11,12,12,11,11,11,11,11,12,11,10,11,13,12,12,12,13,14,14,14,14,15,15,15,16,16,16,17,0
1016,20,19,18,15,16,14,14,12,12,11,12,12,13,12,13,14,14,14,14,15,15,15,14,14,14,14,14,13,13,13,13,14,13,14,14,16,14,14,14,14,16,16,16,16,16,16,18,16,19,18,19,21,0
1017,15,15,13,13,12,12,10,10,9,9,10,9,9,11,11,12,11,11,11,12,12,12,10,12,11,11,11,11,10,11,10,11,11,11,11,11,11,12,12,12,13,13,13,13,14,15,15,14,15,16,16,17,0
1018,21,22,19,18,17,15,15,14,14,13,14,13,14,14,15,15,16,16,16,17,15,15,14,15,14,15,13,14,15,14,14,15,14,14,18,18,14,14,16,16,17,17,16,17,17,18,18,18,19,21,21,22,0
1019,16,15,15,13,13,11,11,10,10,9,10,10,10,11,11,11,11,12,12,13,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,13,13,13,12,13,13,13,14,15,14,15,15,16,16,17,18,0
1020,13,12,12,12,10,10,9,8,7,7,7,7,9,9,9,9,10,10,10,10,10,9,9,9,9,9,9,8,8,8,8,8,9,8,8,9,9,9,10,11,10,11,11,11,12,12,12,12,12,13,14,15,0
1021,16,15,14,14,13,11,11,10,10,10,10,11,11,12,12,12,12,12,13,13,13,12,12,12,13,12,12,11,11,11,12,11,12,12,12,12,13,13,13,14,14,14,14,14,14,15,16,16,16,17,17,18,0
1022,14,15,15,13,13,11,10,10,9,10,10,11,11,11,11,11,11,11,13,12,12,13,12,12,11,12,10,11,11,12,11,11,11,12,13,11,12,11,10,10,15,13,14,16,13,13,13,15,16,18,18,16,0
1023,14,13,12,12,11,9,9,9,9,8,9,9,9,9,10,9,10,11,10,11,10,10,10,10,10,10,9,9,9,9,10,10,9,10,9,10,11,11,10,11,11,12,12,12,13,13,13,13,13,15,16,15,0
1024,16,16,14,14,13,12,11,10,10,9,10,10,11,11,11,12,12,12,12,13,13,12,13,13,12,13,12,12,12,12,12,12,12,11,11,13,13,13,13,13,13,14,14,14,15,16,16,16,16,17,17,18,0
1025,15,14,13,13,11,11,10,9,8,8,9,9,10,10,11,11,11,11,12,11,10,11,10,10,10,10,10,10,10,9,10,11,10,10,11,10,11,11,12,13,12,13,13,13,14,13,14,15,15,16,16,17,0
1026,16,15,13,13,12,11,10,9,9,9,9,9,10,10,11,12,11,11,12,11,11,12,12,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,13,13,14,14,14,14,15,15,15,15,17,17,18,0
1027,19,17,17,16,15,14,12,12,11,12,12,13,13,13,14,15,14,15,15,15,15,15,15,15,14,13,13,13,14,13,14,14,14,14,14,15,15,16,16,16,16,17,18,17,18,18,18,19,20,20,21,21,0
1028,12,13,14,9,11,11,9,9,9,9,9,9,9,9,10,11,10,11,11,11,11,11,10,11,10,11,11,11,10,12,10,10,10,11,10,11,11,11,11,12,11,12,14,14,13,14,14,15,15,17,17,17,0
1029,16,14,14,13,12,11,10,9,8,8,9,9,10,11,11,11,11,11,12,12,12,11,11,12,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,13,13,14,13,14,15,15,16,15,15,16,18,19,0
1030,15,15,14,13,11,9,9,9,7,9,9,10,9,11,11,11,11,11,12,12,11,11,11,12,10,11,10,11,10,11,11,12,11,11,11,11,11,12,12,12,13,13,14,14,15,14,15,14,16,18,16,19,0
1031,18,18,17,16,15,14,13,12,11,12,12,13,13,14,14,15,15,15,15,15,14,15,14,14,14,14,14,14,13,14,14,14,14,14,14,14,15,15,15,16,16,17,18,17,18,18,19,19,21,21,22,23,0
1032,13,12,11,10,9,8,8,7,8,7,8,8,9,9,9,10,9,10,10,10,10,9,9,10,9,9,9,10,9,9,9,10,10,9,10,10,10,10,11,12,10,12,12,13,13,13,13,14,14,15,15,16,0
1033,12,11,11,11,12,11,9,8,9,8,9,9,10,10,11,11,11,12,12,12,11,12,11,11,11,11,11,11,10,11,11,11,11,11,11,11,12,12,12,12,13,14,14,14,14,15,15,15,17,17,18,19,0
1034,19,17,15,14,13,12,11,11,11,10,11,12,13,14,14,14,14,13,13,15,14,13,14,14,13,13,13,13,13,13,12,15,14,14,12,11,14,14,16,15,17,17,18,17,16,17,19,17,20,20,22,22,0
1035,14,14,12,12,12,9,9,9,10,9,10,9,10,11,12,12,11,12,11,12,12,12,12,12,11,12,12,11,11,12,11,12,11,12,10,12,13,12,13,14,14,13,15,14,16,15,17,16,18,16,18,18,0
1036,16,17,16,15,13,12,12,10,10,11,12,11,12,13,14,13,14,14,14,15,14,14,14,14,14,13,13,13,13,13,13,13,14,13,13,14,14,15,15,16,16,16,17,17,17,19,20,19,20,22,19,21,0
1037,13,13,12,12,10,10,9,8,8,8,9,9,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,11,11,10,11,11,12,12,12,13,13,13,13,14,15,14,15,15,16,17,17,18,0
1038,19,16,15,15,14,12,11,11,11,11,11,10,13,13,13,14,13,14,14,14,14,14,14,14,13,13,12,13,12,13,13,13,13,15,13,12,14,15,15,16,16,15,16,16,18,18,18,18,19,20,20,21,0
1039,13,13,12,11,10,9,8,8,8,8,8,9,9,10,10,11,11,11,11,12,11,11,11,11,11,11,10,11,11,10,11,11,11,11,10,11,12,12,12,13,12,13,13,13,15,14,15,16,16,17,17,19,0
1040,13,13,12,12,11,9,9,9,9,9,9,9,10,10,10,11,10,12,12,12,12,11,11,11,11,11,11,11,11,12,11,12,12,10,11,11,12,11,12,12,14,14,14,14,15,15,16,15,17,17,18,18,0
1041,17,16,14,14,12,12,12,11,11,10,12,11,13,14,14,14,14,13,14,16,15,13,13,14,13,13,12,14,14,13,13,13,13,14,18,18,14,14,13,15,17,16,16,17,17,17,20,20,20,20,22,22,0
1042,14,12,12,10,11,10,8,9,9,9,9,9,11,9,11,12,11,11,11,12,13,11,11,12,10,11,11,11,10,11,10,11,11,12,11,12,12,13,13,13,14,14,14,14,14,16,15,17,18,17,18,18,0
1043,13,12,12,10,10,9,9,8,8,9,9,9,9,10,10,11,11,10,11,11,11,11,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,12,13,13,13,13,14,14,15,14,15,16,17,18,17,19,0
1044,16,16,15,15,13,12,12,10,10,11,12,11,12,13,12,15,14,13,14,13,14,14,14,14,14,12,13,14,13,12,13,12,13,13,14,16,14,15,15,15,16,16,17,16,18,18,18,19,21,22,22,23,0
1045,18,17,16,14,14,13,12,11,11,11,12,13,13,14,14,14,13,14,15,15,15,15,14,14,14,14,13,14,14,14,13,14,14,15,13,17,15,16,17,15,17,18,17,19,19,19,20,19,21,21,23,23,0
1046,19,19,16,15,13,12,12,11,12,12,11,12,15,14,13,16,14,14,15,15,15,15,15,15,14,14,14,13,14,15,13,14,15,14,14,16,16,16,15,16,17,18,18,18,19,18,20,20,22,23,22,23,0
1047,13,12,11,11,10,9,8,8,9,9,9,9,10,10,11,12,12,12,11,11,11,11,12,11,11,11,10,11,11,11,11,11,11,12,12,13,13,13,13,13,13,15,15,14,16,16,16,16,17,18,18,19,0
1048,14,12,11,10,9,8,8,8,8,8,9,9,10,10,10,11,11,11,11,11,12,10,10,12,10,11,10,11,11,10,11,11,11,11,11,12,12,13,13,13,13,14,14,15,16,16,17,16,17,18,19,20,0
1049,13,13,11,11,10,8,8,8,9,8,9,9,10,10,10,11,10,11,12,11,11,11,11,11,10,11,11,9,10,10,10,11,10,11,11,13,11,11,13,12,13,13,14,13,15,14,17,17,16,17,18,19,0
1050,13,12,12,11,9,9,8,9,9,9,9,9,11,10,11,11,12,12,12,11,11,12,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,13,14,14,15,14,16,15,16,17,18,17,19,19,19,0
1051,14,13,12,11,11,10,10,9,10,9,10,10,11,11,12,11,12,13,13,12,12,11,11,11,11,12,11,11,12,11,11,13,12,12,11,15,13,13,13,13,14,15,15,15,16,16,17,18,17,18,18,20,0
1052,13,12,11,11,9,9,9,8,8,8,9,9,9,11,10,11,11,11,11,12,11,11,11,11,11,11,11,11,11,10,11,11,11,11,11,12,12,13,13,14,13,14,15,15,15,16,16,16,17,18,19,19,0
1053,13,12,11,10,9,8,8,8,8,8,8,9,9,10,10,10,11,11,11,11,11,11,11,11,11,10,10,10,11,10,10,11,11,10,11,11,11,13,13,13,13,14,14,14,15,14,16,16,17,18,17,18,0
1054,13,13,12,11,10,9,9,9,9,9,10,10,10,10,11,11,12,12,11,12,12,12,12,11,11,12,11,12,11,11,11,12,12,12,12,12,13,12,13,14,14,14,16,15,16,16,17,17,18,18,19,20,0
1055,13,13,12,11,9,9,8,8,8,7,8,9,10,10,10,10,11,10,12,11,12,11,11,11,11,11,10,11,10,10,11,10,11,10,11,11,12,12,13,13,13,14,14,14,15,15,16,16,16,17,18,19,0
1056,12,12,11,10,9,9,7,8,8,8,9,9,10,10,10,11,10,11,11,11,11,11,10,11,11,10,10,11,11,10,11,10,11,11,11,11,11,12,12,14,14,14,15,15,16,15,16,16,17,17,18,19,0
1057,16,14,13,13,11,11,9,9,9,9,11,10,12,12,12,13,13,13,13,13,13,13,13,13,13,13,12,13,13,13,12,13,13,13,14,14,13,16,15,15,16,16,18,19,18,18,19,20,20,21,22,23,0
1058,13,12,9,9,9,9,8,8,8,8,9,9,10,10,11,11,10,11,12,11,11,11,10,11,10,10,11,10,10,11,10,11,11,11,11,11,12,14,14,14,13,16,15,16,16,16,16,16,19,18,18,21,0
1059,17,17,14,14,13,13,11,11,11,10,13,13,13,13,14,14,15,14,15,15,15,14,14,15,14,14,14,14,14,15,15,14,16,16,13,14,16,16,18,18,16,16,18,19,21,19,20,21,23,23,24,23,0
1060,15,15,13,13,11,10,10,9,9,10,10,11,12,13,13,13,14,13,14,14,14,13,13,14,13,13,12,14,14,13,15,14,14,14,14,14,15,15,15,17,17,18,17,18,19,19,20,20,22,22,23,25,0
1061,9,9,8,7,7,6,5,6,6,6,6,7,7,7,7,8,8,8,9,8,8,9,8,8,8,7,8,8,8,9,8,9,8,9,9,9,9,9,10,10,10,11,11,11,11,11,12,12,14,13,14,14,0
1062,14,12,11,11,10,9,9,8,9,9,9,10,10,11,11,12,11,11,12,12,12,12,11,12,11,11,11,12,11,11,12,12,12,12,12,13,13,14,13,14,14,14,16,15,16,16,17,18,18,19,19,20,0
1063,12,13,12,12,9,9,8,8,8,9,9,9,10,11,11,12,11,11,12,12,12,12,11,12,12,11,11,12,12,11,12,12,12,12,12,13,13,13,14,14,15,15,16,16,16,16,17,18,19,19,19,20,0
1064,12,11,9,10,9,8,7,8,7,8,9,9,10,10,10,10,10,10,11,11,10,10,10,11,10,10,10,11,10,11,11,11,11,12,13,13,13,13,13,14,14,15,13,16,16,15,17,17,19,19,18,18,0
1065,12,12,10,10,9,8,7,7,8,8,8,8,9,10,11,11,11,11,11,11,11,11,11,11,10,10,11,11,11,11,11,11,12,11,11,12,13,12,14,14,14,14,16,14,15,16,18,17,18,18,18,20,0
