CSI amplitudes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,state
4113,29,28,28,28,26,25,24,22,22,21,21,20,20,19,18,19,17,17,16,16,16,15,14,14,14,13,12,11,11,10,10,10,9,9,8,8,8,7,8,7,8,8,8,8,9,9,11,11,12,13,13,15,0
4114,29,29,29,29,27,25,25,24,22,22,21,20,20,20,18,19,17,18,17,17,16,16,15,14,14,13,12,11,11,10,10,9,8,8,7,7,7,7,7,6,6,6,8,7,9,9,9,11,11,12,13,14,0
4115,29,29,26,28,26,25,23,23,22,21,20,20,19,19,19,18,17,17,17,16,15,15,14,14,14,13,12,12,11,9,10,11,11,9,11,9,8,7,6,6,8,8,7,7,10,9,10,12,11,12,14,13,0
4116,25,25,25,25,23,22,22,21,20,20,18,17,17,16,16,16,15,15,15,14,14,13,13,13,11,11,10,9,9,8,8,8,8,7,7,5,6,6,5,5,6,6,6,6,7,8,9,9,10,11,12,13,0
4117,30,29,28,28,27,26,25,23,22,21,21,20,19,19,19,18,17,16,17,16,16,15,15,14,14,13,11,11,11,10,10,9,9,8,8,6,7,7,6,7,6,7,7,8,8,8,9,11,12,13,13,14,0
4118,36,36,35,35,34,32,31,29,28,27,26,25,25,24,24,23,22,23,21,20,21,19,18,18,17,17,15,14,13,14,12,12,11,9,9,9,9,9,9,8,9,9,9,9,11,11,13,13,14,16,16,18,0
4119,27,28,28,27,25,24,24,22,21,20,20,19,18,18,17,17,17,16,16,16,15,14,13,13,13,12,11,11,9,8,8,8,8,7,7,7,6,6,6,6,6,7,7,9,9,8,10,10,11,12,14,14,0
4120,30,29,28,28,27,26,25,24,23,22,22,21,20,20,19,19,18,18,17,16,17,15,15,15,14,13,12,11,11,10,9,9,9,8,8,7,7,7,7,6,6,7,7,8,8,8,9,10,12,12,13,13,0
4121,30,29,29,28,27,26,25,24,21,22,21,20,20,19,19,19,17,17,17,16,16,16,14,14,14,13,11,12,11,11,10,9,9,9,9,8,8,7,8,7,7,8,8,9,10,10,10,11,12,13,13,15,0
4122,30,30,29,28,28,26,25,24,23,22,21,20,20,19,19,19,17,17,17,17,16,15,15,15,15,14,12,12,11,11,10,10,9,9,8,8,7,7,8,6,7,8,8,9,9,9,11,11,13,13,14,15,0
4123,29,30,28,28,26,26,24,23,22,22,21,19,19,18,18,17,17,17,17,17,15,15,14,14,13,13,11,11,11,10,10,9,9,8,8,7,7,7,8,7,7,7,9,9,10,10,11,13,13,14,14,16,0
4124,26,27,25,25,24,24,22,21,20,19,19,17,18,17,16,16,16,15,15,15,14,14,13,13,12,12,10,10,9,9,8,8,8,6,7,7,6,6,5,5,6,6,6,6,7,7,8,9,9,11,11,12,0
4125,27,28,27,26,25,24,24,22,22,20,20,19,18,18,17,17,17,15,15,15,13,13,13,13,12,12,10,10,9,9,9,8,8,6,8,7,6,6,6,6,6,8,7,8,8,10,10,11,12,13,13,15,0
4126,30,30,29,30,27,27,25,24,24,22,22,21,20,19,20,19,18,17,17,17,16,15,15,15,13,13,12,11,11,10,10,9,9,8,8,7,8,7,7,6,7,8,6,8,9,9,10,10,11,12,13,15,0
4127,27,27,27,26,25,23,22,21,21,20,19,18,18,17,17,17,16,16,15,14,14,13,13,13,13,12,10,10,9,10,9,8,8,7,5,7,7,5,6,6,6,6,6,7,7,8,8,9,10,11,12,13,0
4128,29,30,28,29,26,26,25,24,23,22,21,20,20,19,18,18,17,16,17,16,16,15,14,14,13,13,11,11,10,9,9,9,9,8,8,7,7,7,6,7,6,7,7,7,9,9,9,10,11,12,13,14,0
4129,30,30,30,28,28,26,25,24,23,22,22,21,20,19,19,18,18,17,17,17,16,16,15,14,13,13,12,11,11,11,10,9,9,9,8,8,7,7,7,6,8,7,8,8,9,9,10,10,12,12,13,14,0
4130,25,25,25,25,23,22,21,21,20,18,18,18,17,16,16,15,15,14,14,13,13,12,12,11,11,10,9,9,8,8,8,7,7,7,6,6,6,6,5,5,5,6,6,7,8,9,10,9,11,12,12,14,0
4131,30,29,29,28,28,26,26,24,23,22,21,20,19,19,18,19,17,17,17,17,16,15,15,14,14,13,11,11,10,9,9,9,8,8,7,7,7,7,6,6,6,7,6,7,8,8,10,11,12,13,13,13,0
4132,28,28,29,28,27,26,25,24,22,22,21,19,19,19,18,18,17,17,16,16,15,14,14,13,13,12,11,11,9,9,9,8,8,7,7,6,6,6,6,6,6,6,7,7,8,8,9,10,12,12,13,14,0
4133,30,29,29,28,28,26,25,24,23,22,21,21,20,19,19,19,17,17,17,16,16,15,15,14,13,13,11,11,10,9,9,9,8,8,7,7,7,6,7,6,6,7,7,7,8,8,9,11,11,13,13,14,0
4134,29,28,29,27,27,24,24,23,22,22,20,20,19,18,17,18,16,16,15,15,15,14,14,13,13,11,10,10,9,9,8,8,8,7,6,6,6,6,6,5,6,6,7,7,8,9,10,10,12,13,14,15,0
4135,29,28,28,28,26,25,24,23,22,21,20,19,19,18,18,18,17,16,16,15,14,14,14,13,13,12,11,10,9,9,9,9,8,7,7,7,6,7,7,7,7,8,8,8,9,9,11,12,12,13,14,16,0
4136,30,29,28,29,27,25,25,24,22,21,21,20,20,20,19,17,17,16,17,16,16,15,14,15,14,12,11,11,10,10,10,9,9,8,8,8,7,7,7,7,7,8,8,9,9,10,11,11,12,13,14,15,0
4137,30,31,29,29,28,26,25,24,23,22,21,21,20,20,19,18,18,17,17,16,16,15,15,14,14,13,11,11,11,11,11,9,9,9,8,8,7,7,7,7,7,9,8,7,9,10,11,10,12,11,14,16,0
4138,28,27,28,27,26,24,24,23,21,20,19,19,18,17,17,16,16,16,16,16,14,14,13,13,12,11,10,10,9,9,9,8,8,7,6,6,5,5,5,6,6,6,8,8,8,9,10,10,11,13,13,15,0
4139,28,28,28,27,26,24,23,22,22,21,20,19,19,18,18,17,16,16,16,15,15,14,13,13,12,11,10,10,9,8,8,8,8,6,7,7,6,6,6,6,6,7,7,9,9,9,10,11,12,12,13,14,0
4140,29,29,29,27,27,25,24,24,22,22,21,20,19,18,17,17,16,17,16,16,16,14,14,13,13,12,11,10,11,9,8,9,9,8,7,8,7,7,7,7,7,7,8,8,9,10,11,12,13,14,14,15,0
4141,29,29,28,28,27,25,24,23,21,21,21,19,20,19,18,18,16,16,16,16,15,14,13,13,12,12,10,10,9,9,9,8,7,6,7,6,6,6,6,6,5,6,7,8,8,9,10,10,11,13,14,15,0
4142,28,27,27,26,25,24,23,22,21,19,19,18,18,17,17,16,16,15,15,15,14,14,13,13,12,11,10,10,9,9,9,9,8,8,7,7,6,7,6,6,6,7,7,8,8,9,9,10,10,11,13,14,0
4143,31,30,30,29,27,27,25,24,23,22,22,21,19,19,19,18,17,17,17,16,16,15,14,14,13,13,12,11,11,10,10,9,9,9,8,8,7,7,7,7,7,7,7,9,9,9,10,11,12,13,14,15,0
4144,33,33,31,32,30,29,26,26,24,24,24,22,22,21,21,19,19,18,18,17,17,16,15,16,14,14,12,12,11,11,11,10,9,9,8,7,8,8,7,8,8,9,9,10,10,11,12,13,14,15,16,17,0
4145,27,26,25,25,24,23,22,21,20,19,19,18,18,17,16,16,14,14,14,15,15,13,12,12,11,10,9,9,8,7,8,7,7,6,6,5,5,5,5,6,4,5,7,7,7,8,9,9,11,11,12,13,0
4146,25,25,23,25,23,22,22,21,20,19,18,17,17,16,16,15,15,14,14,14,13,13,11,11,10,9,9,9,8,8,8,7,6,6,5,4,5,5,5,5,5,6,6,6,7,7,9,9,10,11,11,13,0
4147,29,29,28,27,26,25,24,23,22,20,20,20,19,18,18,17,16,16,15,15,14,14,13,13,12,11,10,9,9,9,9,8,7,8,7,6,6,7,6,7,7,8,8,8,9,9,11,12,13,14,14,15,0
4148,28,27,26,26,24,23,22,21,20,20,19,18,18,17,16,16,16,14,14,14,13,13,12,13,12,11,10,9,9,8,9,8,8,7,7,6,6,7,7,6,6,7,7,8,9,9,10,10,11,12,13,14,0
4149,27,26,26,25,24,23,22,21,20,19,18,18,18,17,16,15,16,14,14,14,13,13,13,13,12,11,10,9,9,8,9,8,8,8,6,7,6,7,6,6,7,7,8,8,9,9,9,11,11,12,13,14,0
4150,28,27,27,25,25,23,22,22,20,20,19,18,18,17,17,16,16,16,15,15,14,14,13,13,12,11,10,10,9,9,9,9,8,7,7,7,7,6,6,5,6,7,7,8,9,9,9,9,11,11,13,13,0
4151,27,27,27,26,25,23,22,22,21,20,19,19,18,17,17,16,16,15,14,14,14,13,13,12,11,11,9,10,9,8,8,7,8,6,6,6,5,6,5,5,5,6,6,6,8,7,9,9,10,11,12,13,0
4152,30,30,29,28,27,26,25,24,23,22,21,20,19,19,18,18,17,16,17,16,15,14,14,13,13,12,11,10,10,9,8,8,8,7,7,5,6,6,6,6,6,6,7,7,8,8,10,11,12,11,13,15,0
4153,28,29,28,28,26,25,24,23,22,21,20,19,19,18,18,17,16,16,16,15,15,14,12,12,12,12,11,10,9,9,9,8,8,8,6,8,6,6,7,6,6,6,7,7,7,8,9,10,11,11,13,13,0
4154,30,30,28,30,27,26,26,25,22,22,22,21,20,20,19,19,17,17,17,17,16,15,14,14,13,13,12,11,10,10,9,10,8,7,9,7,7,6,7,6,7,8,8,8,9,11,10,11,12,12,15,14,0
4155,31,30,30,29,27,26,25,24,23,22,22,20,20,19,19,18,17,17,17,16,15,15,14,14,13,12,12,11,10,10,10,9,9,8,7,7,7,7,7,6,7,8,8,8,10,10,11,11,13,13,14,16,0
4156,30,28,28,28,26,25,24,23,21,21,20,19,19,18,17,17,17,15,15,14,14,14,13,13,11,11,10,10,9,9,8,8,7,6,7,6,6,6,6,7,7,7,8,8,9,10,11,12,12,13,14,16,0
4157,29,30,29,29,27,26,25,24,23,22,21,20,20,19,19,17,17,16,17,16,15,14,13,13,13,13,11,11,10,9,9,9,8,8,8,7,7,7,7,6,7,8,8,9,10,9,10,11,12,13,14,15,0
4158,26,26,25,25,24,23,22,21,20,19,19,17,17,16,16,15,14,13,13,13,13,12,11,11,11,10,9,9,8,7,7,6,6,5,5,5,4,5,4,5,5,6,6,7,7,8,8,9,11,13,13,13,0
4159,30,29,27,28,26,25,24,23,22,21,20,20,18,19,18,17,16,16,16,16,15,15,14,13,13,12,11,10,9,9,9,9,8,7,6,6,6,6,6,6,6,6,7,8,9,9,11,11,11,13,14,15,0
4160,33,30,29,27,27,26,25,24,22,21,21,19,20,18,18,17,17,15,16,15,15,14,13,13,12,11,11,10,9,9,9,8,9,7,7,6,7,7,7,8,7,8,8,8,9,10,10,12,13,14,14,16,0
4161,29,29,28,28,26,25,24,24,22,21,21,20,18,17,18,17,16,15,17,17,15,13,12,14,13,12,10,11,10,8,8,9,8,7,5,6,6,6,5,5,5,6,6,7,9,8,9,8,10,12,13,15,0
4162,25,25,25,24,23,22,21,20,19,18,18,17,16,16,15,15,13,14,13,13,12,12,11,10,10,9,9,8,7,7,7,7,7,6,6,5,6,5,6,6,6,6,8,7,8,9,9,11,12,12,13,14,0
4163,29,29,26,28,25,25,25,23,22,20,20,19,18,17,17,17,17,15,15,15,14,13,12,12,11,11,9,9,8,8,6,7,7,5,6,6,5,6,5,6,6,7,6,8,8,9,10,11,11,13,13,15,0
4164,30,30,29,28,28,26,25,23,22,22,21,20,20,19,19,18,16,16,16,15,15,14,13,13,13,12,11,10,9,9,9,9,8,8,7,7,6,7,6,6,6,7,9,9,10,10,11,11,12,13,16,15,0
4165,30,29,28,29,26,25,24,23,22,21,21,20,20,19,19,17,17,16,16,15,15,14,13,13,13,11,10,10,11,9,9,8,9,7,9,7,6,6,6,7,6,7,7,8,9,9,10,10,11,11,14,14,0
4166,27,27,26,26,24,23,22,21,20,19,18,18,18,17,16,16,14,14,14,14,13,12,12,12,11,10,9,9,8,8,8,8,7,7,6,6,6,6,6,6,6,7,7,8,9,9,9,10,11,11,13,14,0
4167,26,25,25,25,23,23,22,20,19,18,18,16,16,16,15,16,14,14,14,13,13,12,11,11,10,9,8,9,7,7,6,7,6,6,5,5,5,5,5,5,6,6,6,7,8,8,9,10,11,12,13,14,0
4168,29,29,28,28,26,25,24,22,22,21,20,19,18,17,17,17,16,16,15,14,13,13,13,12,12,10,9,9,8,8,8,7,7,5,5,5,6,5,5,6,7,6,7,8,9,10,11,11,13,13,14,15,0
4169,30,30,29,28,27,26,25,23,23,21,21,19,20,19,18,18,17,15,16,15,15,14,13,12,12,11,10,10,9,9,9,8,8,7,6,6,6,7,6,7,7,7,7,9,10,10,11,11,12,13,14,16,0
4170,27,26,26,25,23,23,22,20,19,18,18,17,17,16,15,15,14,13,13,14,13,13,12,11,11,10,8,8,8,8,7,7,7,6,6,6,6,6,6,7,6,7,8,8,9,8,11,12,10,12,13,12,0
4171,29,30,29,28,27,26,24,23,22,21,22,20,19,18,18,18,16,17,17,15,15,14,12,13,12,11,10,10,9,9,9,8,9,8,7,6,6,6,6,7,7,7,7,8,9,9,10,11,11,13,14,15,0
4172,30,30,28,28,26,26,24,22,22,21,21,19,19,19,17,17,16,16,16,14,15,13,13,12,12,11,10,9,9,8,9,9,7,7,7,6,6,6,7,6,6,8,8,8,9,10,11,12,13,13,14,15,0
4173,25,26,24,25,23,23,21,20,19,18,18,16,17,17,16,14,13,14,13,12,12,12,10,11,10,9,7,8,8,6,7,6,6,5,6,4,4,5,5,6,5,5,6,6,6,8,9,8,11,10,12,14,0
4174,29,28,28,27,26,25,24,22,22,20,21,19,18,18,17,17,16,15,15,15,14,14,13,12,11,11,9,10,9,8,9,8,8,6,6,6,6,7,6,7,6,7,8,8,9,10,11,12,13,14,14,16,0
4175,29,27,29,27,26,23,24,23,21,21,20,19,18,17,16,17,16,15,14,15,14,13,13,12,11,10,9,9,8,8,7,7,7,6,6,3,4,5,5,5,6,6,7,8,9,9,11,11,12,13,13,15,0
4176,30,31,29,30,27,26,25,24,23,22,22,21,19,19,19,18,17,16,16,16,15,15,13,13,13,12,11,10,9,9,9,9,8,8,7,7,7,6,6,7,7,7,7,8,9,9,10,10,12,13,14,15,0
4177,30,29,28,27,26,25,25,23,22,22,21,20,19,18,18,17,16,15,15,15,14,13,13,13,11,11,10,9,9,9,9,8,8,7,6,7,6,6,6,7,7,8,8,9,9,10,10,12,13,14,14,15,0
4178,30,30,28,29,27,26,25,24,23,22,21,20,20,19,19,17,17,16,16,16,15,14,13,13,12,12,10,10,9,9,9,8,9,8,7,6,7,7,6,6,7,7,8,9,9,10,10,11,12,12,14,15,0
4179,26,25,25,24,23,22,21,19,18,18,17,16,16,16,15,15,15,13,12,12,12,11,11,10,10,9,8,7,7,6,7,5,6,5,4,4,5,4,4,5,5,6,6,8,8,9,9,9,10,12,12,13,0
4180,29,29,27,27,26,25,24,23,21,20,20,19,18,18,17,17,16,15,15,14,14,13,12,11,11,10,9,9,8,8,8,8,7,6,6,6,5,6,6,7,7,7,8,9,10,10,11,11,13,14,14,15,0
4181,27,28,26,27,25,24,23,22,21,20,19,19,18,17,17,16,15,15,15,14,14,13,12,12,11,10,9,9,9,8,8,8,8,7,6,6,6,6,6,6,6,7,6,8,8,9,10,10,11,12,13,14,0
4182,25,25,24,24,23,22,21,19,19,18,17,17,15,15,14,14,14,14,14,13,11,11,10,11,9,9,8,8,8,6,6,6,6,6,4,4,4,5,4,5,4,5,6,7,6,7,8,9,9,12,11,11,0
4183,29,28,29,28,26,25,24,23,22,21,21,20,19,18,17,17,17,17,16,14,14,13,13,13,12,11,10,9,9,9,8,8,7,6,6,6,6,6,5,6,6,6,7,7,8,8,10,10,11,12,13,14,0
4184,29,27,27,26,25,24,23,22,21,20,19,18,18,17,16,16,15,15,14,14,13,13,12,12,12,10,9,9,9,8,8,7,8,7,7,6,6,6,6,6,6,8,7,8,9,9,10,10,11,12,13,14,0
4185,26,25,25,25,23,22,21,20,19,19,18,16,16,16,15,14,14,14,13,13,12,12,12,10,10,10,9,8,8,7,7,6,6,5,5,4,4,5,5,5,5,5,6,6,7,7,8,9,10,11,12,12,0
4186,27,27,26,26,24,23,22,21,21,19,19,18,18,17,16,16,15,14,14,13,13,13,11,11,11,10,9,9,7,8,8,7,7,6,6,6,6,6,6,6,6,7,8,9,9,10,10,11,12,13,14,15,0
4187,28,29,28,28,26,25,24,22,21,20,20,19,18,17,18,16,16,15,15,15,14,13,12,12,11,10,9,9,9,8,8,6,6,6,5,5,5,5,6,6,5,6,7,6,8,8,10,11,12,12,13,16,0
4188,29,30,29,28,26,25,25,23,22,20,20,19,18,17,17,16,16,16,15,15,15,14,12,12,11,11,9,9,9,7,7,7,6,6,5,5,5,5,6,5,6,6,8,8,8,9,10,11,12,13,13,15,0
4189,26,26,26,25,24,22,22,20,19,19,17,17,16,16,15,14,14,13,13,13,11,11,10,9,9,9,7,7,6,6,6,6,5,5,5,5,5,4,5,6,6,6,7,8,9,9,9,10,11,13,14,14,0
4190,27,27,25,26,24,23,22,21,20,19,19,17,17,17,16,15,15,14,14,13,13,12,12,11,10,10,9,8,8,7,7,5,6,5,6,5,5,5,4,5,5,6,5,7,8,7,9,9,13,11,13,12,0
4191,29,30,27,28,26,25,24,23,22,21,20,20,18,18,18,17,16,15,15,14,14,13,12,12,11,10,10,9,9,9,8,8,7,6,6,5,6,6,6,6,6,7,7,8,9,10,11,11,12,13,13,15,0
4192,30,28,29,27,27,24,23,23,22,21,19,20,18,19,17,17,15,16,15,15,14,13,13,11,11,10,9,9,8,8,8,7,7,7,6,6,6,6,6,6,7,7,8,8,9,9,10,11,12,14,15,15,0
4193,28,28,27,26,25,23,23,21,20,19,19,18,18,17,16,16,15,14,14,14,13,12,11,10,10,9,8,8,7,7,7,6,6,5,4,5,4,3,4,5,5,7,7,7,9,9,10,11,13,12,14,16,0
4194,27,27,26,26,24,24,23,21,21,20,18,18,17,16,16,15,14,15,14,13,13,13,12,11,10,10,9,8,8,8,8,7,6,6,6,5,6,6,6,6,6,7,7,8,9,9,10,11,12,13,14,15,0
4195,27,27,26,26,25,24,23,22,20,20,18,18,17,16,16,16,15,14,14,13,13,12,11,11,10,9,8,8,8,7,7,6,5,5,4,4,4,5,5,5,4,5,6,7,7,8,9,9,11,12,12,13,0
4196,28,29,27,27,25,24,24,22,21,20,20,19,18,17,17,16,16,15,14,14,13,12,12,11,10,9,9,8,8,8,7,7,7,6,5,6,6,6,6,6,6,8,8,8,9,9,10,12,13,13,14,15,0
4197,23,22,22,22,21,20,18,18,17,18,16,16,14,14,14,14,12,12,12,11,11,11,10,9,9,9,8,7,6,6,6,5,5,5,5,5,4,4,4,4,4,5,5,6,7,6,7,7,8,9,10,11,0
4198,28,26,26,26,24,23,22,22,21,20,19,18,17,17,17,16,15,14,14,13,13,12,11,11,10,10,9,8,7,7,6,6,6,5,4,4,4,5,4,4,5,6,6,7,7,8,9,10,11,11,12,13,0
4199,28,28,27,27,25,24,23,22,21,19,19,18,17,17,16,16,16,14,14,13,13,12,11,10,10,10,9,7,7,7,7,6,6,5,5,5,5,5,5,6,5,7,7,8,9,10,11,11,12,13,14,16,0
4200,28,29,26,28,25,26,22,22,20,20,19,18,18,17,17,16,16,14,15,12,12,12,12,11,10,10,9,8,7,7,7,6,6,5,5,5,5,5,5,5,6,7,7,8,9,10,11,12,12,13,14,15,0
4201,28,28,27,28,25,25,23,23,21,20,20,19,18,18,17,16,15,14,14,14,13,12,11,11,10,9,8,8,7,7,7,6,6,5,5,4,4,4,4,5,5,7,7,9,9,9,11,10,11,13,14,16,0
4202,26,26,26,25,24,23,22,21,19,19,18,17,17,16,16,15,15,14,14,13,13,12,11,11,10,9,9,9,8,7,7,7,6,6,6,6,5,5,5,5,6,6,6,8,9,9,9,9,11,11,13,13,0
4203,28,28,27,27,26,25,23,22,21,20,20,18,18,17,17,17,16,16,14,13,13,12,12,12,10,10,9,8,8,8,7,7,6,6,5,5,5,5,4,5,5,6,6,7,8,8,9,10,11,12,13,14,0
4204,28,27,25,24,23,22,21,20,20,18,18,17,17,16,15,14,14,14,14,13,13,12,11,10,10,9,8,8,7,6,6,6,6,5,4,4,4,4,4,5,5,6,6,6,7,7,8,9,10,11,12,13,0
4205,29,29,27,27,26,25,24,22,21,21,20,19,18,17,17,17,15,15,15,14,13,13,12,12,11,10,9,9,8,7,7,7,7,6,6,5,5,5,6,6,6,8,7,8,9,9,11,10,13,13,13,15,0
4206,26,26,25,25,23,22,21,20,19,18,18,17,16,16,15,15,15,13,13,14,12,11,10,11,11,9,8,8,7,7,6,7,5,7,5,3,4,5,5,7,6,6,8,5,8,8,9,9,11,12,13,14,0
4207,25,26,25,25,22,22,21,20,19,18,18,17,16,16,16,15,14,14,13,13,13,11,10,10,10,9,8,7,7,7,7,7,6,6,4,4,6,6,5,4,6,6,7,8,8,9,10,10,11,11,13,13,0
4208,29,29,27,28,26,25,24,22,22,21,19,19,18,17,17,16,16,15,15,14,13,13,12,11,11,10,8,8,8,7,7,7,5,5,5,4,5,5,5,6,5,6,7,7,9,8,9,10,11,12,13,15,0
4209,33,32,31,31,30,28,26,25,24,23,22,22,22,21,20,19,18,17,18,16,15,15,14,13,12,12,11,10,9,8,9,7,7,7,6,6,6,6,5,6,6,7,7,8,9,9,11,12,13,14,15,15,0
4210,28,28,28,28,27,25,24,22,21,21,21,19,18,18,17,17,16,15,14,14,14,13,12,11,11,11,9,8,8,8,7,7,7,6,6,6,6,5,5,5,6,7,7,7,9,9,10,10,12,13,14,15,0
4211,28,28,26,26,25,23,23,21,20,20,19,18,18,17,16,15,15,14,13,13,12,12,11,10,9,9,9,9,8,6,6,6,6,4,5,4,4,4,4,4,6,6,7,8,8,9,10,10,12,12,14,15,0
4212,28,28,27,27,26,24,23,22,21,20,20,18,18,17,17,17,15,15,15,13,13,12,12,11,11,11,9,8,7,7,8,7,6,7,5,7,7,6,6,6,6,6,7,6,8,8,10,10,12,14,13,14,0
4213,29,29,28,28,26,25,23,22,22,20,19,19,18,17,17,16,16,14,16,14,13,13,12,12,11,10,9,9,9,7,8,7,7,6,8,7,6,6,6,6,7,8,7,8,10,10,11,12,12,14,15,15,0
4214,29,29,29,28,27,25,24,22,22,21,20,19,19,18,17,17,16,16,15,14,13,13,13,12,11,11,9,9,8,8,8,7,6,6,6,5,5,5,5,5,6,6,7,7,8,8,9,10,12,12,13,15,0
4215,30,29,28,28,27,25,24,23,22,21,20,19,19,18,18,17,16,15,15,14,14,13,12,11,11,11,9,9,8,8,8,7,7,7,6,6,6,5,6,6,7,7,7,8,9,9,10,10,12,13,14,15,0
4216,28,30,28,27,26,25,23,23,21,20,20,19,18,18,18,16,15,14,15,14,14,13,12,12,12,10,9,8,8,8,8,7,7,6,6,6,6,5,5,6,6,7,6,8,9,9,10,10,12,13,14,15,0
4217,25,26,25,24,23,22,22,21,19,18,18,17,17,16,15,15,14,14,13,12,12,12,11,10,10,9,8,7,6,7,7,6,5,5,4,4,4,4,4,4,5,5,7,7,7,7,9,9,11,11,12,13,0
4218,28,26,25,25,22,22,21,19,19,18,17,16,16,16,15,14,14,13,13,12,12,11,9,10,10,9,7,7,7,7,7,6,6,6,5,6,5,6,6,6,6,6,7,7,9,9,10,11,11,12,13,14,0
4219,29,29,28,27,26,25,23,22,21,20,20,19,18,17,16,16,15,15,14,14,13,12,11,11,11,10,8,8,8,7,8,7,7,6,6,6,6,5,6,6,6,7,8,9,9,9,11,11,13,13,14,16,0
4220,29,28,28,27,26,25,23,23,21,21,20,19,18,17,16,16,15,15,14,14,13,13,12,11,11,10,9,8,7,7,7,7,6,5,6,5,4,4,5,5,6,6,7,7,7,9,11,10,13,11,14,15,0
4221,29,29,27,27,26,26,24,23,21,20,20,19,18,17,17,16,16,14,14,13,13,12,11,11,10,10,9,8,8,6,7,5,6,5,6,5,5,5,5,6,5,7,7,8,9,9,9,11,11,13,12,14,0
4222,29,27,27,27,26,23,23,22,20,20,19,19,17,17,16,16,15,14,14,13,13,13,12,11,10,9,8,9,8,7,7,7,6,7,6,6,6,5,6,6,6,7,8,9,9,9,10,11,13,13,14,16,0
4223,28,28,27,27,25,24,23,21,21,19,19,18,17,17,16,16,14,14,14,14,13,12,11,11,11,9,9,8,8,7,7,7,6,6,6,5,6,6,6,6,6,8,8,9,9,10,11,11,12,13,15,16,0
4224,22,22,21,21,20,18,18,17,15,16,14,14,13,13,12,12,11,11,10,10,10,9,9,8,7,7,6,6,5,5,5,4,4,4,4,4,4,4,4,5,5,6,6,7,7,9,9,10,10,11,11,13,0
4225,26,25,25,24,23,22,21,20,19,18,18,17,16,16,15,14,14,13,13,13,12,11,10,10,10,9,8,7,8,7,7,6,6,6,5,6,5,5,5,5,6,7,6,8,8,9,9,9,11,12,14,14,0
4226,29,27,27,26,26,24,23,22,20,20,20,18,18,17,16,16,15,14,14,14,12,12,11,11,10,9,8,7,7,6,7,6,5,5,4,4,4,4,4,5,5,6,7,7,8,9,9,10,12,13,13,14,0
4227,28,27,27,27,25,24,23,22,21,19,19,18,18,17,17,16,15,14,14,13,12,12,11,11,10,9,8,8,8,6,6,6,6,5,5,4,4,4,5,4,4,6,6,7,8,8,9,10,11,13,13,13,0
4228,28,29,27,26,26,25,22,22,21,20,19,18,18,17,16,16,15,15,14,13,13,13,12,11,11,10,8,8,8,7,7,7,6,6,5,5,5,4,5,5,6,6,6,7,9,9,10,9,11,12,12,14,0
4229,27,27,27,25,24,23,22,21,20,19,18,18,17,16,14,15,14,14,13,13,12,11,10,10,8,9,7,8,6,6,5,5,5,4,3,4,4,4,4,4,6,8,7,8,8,9,11,11,12,13,14,15,0
4230,29,29,28,28,26,25,23,23,22,21,20,19,17,17,17,16,15,15,15,14,13,12,12,11,10,10,9,8,8,7,7,6,6,5,5,4,4,4,5,5,5,6,6,6,8,8,9,10,12,12,12,14,0
4231,27,26,26,27,25,23,22,21,20,19,18,18,17,17,16,15,14,13,13,12,12,11,11,9,9,8,8,6,7,6,5,5,5,5,4,3,6,5,5,5,6,7,7,8,9,9,10,11,12,13,14,15,0
4232,29,28,27,27,26,23,23,23,21,20,19,18,18,17,16,16,15,14,14,13,13,12,12,11,10,10,8,8,7,7,7,7,6,6,6,5,6,6,6,7,6,7,7,8,9,9,11,11,12,13,14,16,0
4233,27,27,26,27,25,23,23,21,20,19,18,17,17,16,16,15,14,13,13,13,12,11,11,10,9,8,8,7,7,7,5,5,5,4,5,4,4,5,4,5,6,7,7,8,9,9,10,11,12,13,14,15,0
4234,28,26,26,26,25,23,23,22,21,20,19,19,16,16,16,16,14,15,14,13,13,12,11,10,10,10,8,8,7,6,7,5,6,4,4,5,4,4,4,5,5,5,7,6,6,8,8,9,11,11,12,13,0
4235,27,28,26,27,25,24,23,22,20,19,18,18,18,17,16,16,15,13,13,13,13,11,10,11,10,9,9,8,7,7,7,7,6,6,5,4,5,6,6,6,7,7,7,8,9,9,10,11,12,13,14,15,0
4236,28,28,28,28,26,24,22,23,21,21,19,19,18,17,16,16,15,14,14,14,14,13,12,11,11,10,9,9,8,8,7,6,6,5,6,4,5,4,4,5,5,5,6,7,8,8,9,9,10,11,12,13,0
4237,28,28,27,26,25,24,22,21,20,19,18,17,17,16,16,15,14,13,13,13,12,11,10,10,9,9,7,7,6,6,6,6,5,4,4,4,4,4,5,5,5,6,6,8,8,9,10,11,11,12,14,15,0
4238,29,28,27,27,26,24,24,23,22,20,20,19,18,17,17,16,15,14,14,14,13,12,11,11,10,9,9,9,8,7,6,6,6,5,5,4,4,4,5,5,4,6,6,6,8,8,9,10,11,12,13,13,0
4239,28,29,27,28,26,25,23,23,21,20,19,19,18,18,17,16,15,14,14,14,13,13,11,11,10,9,9,9,8,7,8,7,6,6,6,5,5,5,5,5,6,7,6,8,8,8,10,10,11,12,13,15,0
